detuning_from_critical_midpoint,epsilon,omega_min,omega_saddle,predicted_separation_2_abs_epsilon_V4,signed_modulation_rate_abs_epsilon_V4,spectrum,spectrum_normalized,spectrum_omega
-0.1420159865905104,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0711106012483785e-06,0.01480395524786087,2.7263439078385647
-0.14151830854637737,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0696696426254721e-06,0.014784039576274142,2.7268415858826978
-0.14102063050224434,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0682738176409454e-06,0.014764747702418448,2.7273392639268308
-0.14052295245811131,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0669228423325612e-06,0.014746075701615754,2.7278369419709638
-0.14002527441397827,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0656164427083727e-06,0.014728019786988667,2.7283346200150969
-0.13952759636984524,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0643543545958503e-06,0.014710576307375205,2.7288322980592299
-0.13902991832571221,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0631363235224649e-06,0.014693741745678323,2.7293299761033629
-0.13853224028157918,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0619621045763925e-06,0.014677512716940686,2.729827654147496
-0.1380345622374457,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0608314622922394e-06,0.014661885966765275,2.7303253321916294
-0.13753688419331267,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0597441705276843e-06,0.014646858369610433,2.7308230102357625
-0.13703920614917964,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0587000123565026e-06,0.014632426927311341,2.7313206882798955
-0.13654152810504661,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0576987799624325e-06,0.014618588767613129,2.7318183663240285
-0.13604385006091357,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0567402745309304e-06,0.014605341142674817,2.7323160443681616
-0.13554617201678054,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0558243061560097e-06,0.014592681427781718,2.7328137224122946
-0.13504849397264751,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0549506937490084e-06,0.0145806071200845,2.7333114004564276
-0.13455081592851448,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.054119264945837e-06,0.014569115837317263,2.7338090785005607
-0.13405313788438145,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0533298560277747e-06,0.01455820531670283,2.7343067565446937
-0.13355545984024841,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0525823118382981e-06,0.01454787341380325,2.7348044345888267
-0.13305778179611538,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0518764857100065e-06,0.014538118101509803,2.7353021126329597
-0.13256010375198235,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0512122393962899e-06,0.014528937469098587,2.7357997906770928
-0.13206242570784932,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0505894429976333e-06,0.014520329721211958,2.7362974687212258
-0.13156474766371629,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0500079749098866e-06,0.014512293177143561,2.7367951467653588
-0.13106706961958325,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.049467721756901e-06,0.014504826269907284,2.7372928248094919
-0.13056939157545022,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0489685783423175e-06,0.014497927545570931,2.7377905028536249
-0.13007171353131719,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0485104475943055e-06,0.014491595662492437,2.7382881808977579
-0.12957403548718416,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0480932405241806e-06,0.014485829390747931,2.738785858941891
-0.12907635744305113,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0477168761893883e-06,0.014480627611620113,2.739283536986024
-0.12857867939891809,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0473812816245387e-06,0.014475989316645095,2.739781215030157
-0.12808100135478506,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0470863918637561e-06,0.014471913607921282,2.7402788930742901
-0.12758332331065203,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0468321498494685e-06,0.014468399696848745,2.7407765711184231
-0.127085645266519,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0466185064444103e-06,0.014465446904295113,2.7412742491625561
-0.12658796722238597,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.046445420385564e-06,0.014463054659958997,2.7417719272066892
-0.12609028917825293,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.046312858299865e-06,0.014461222502587048,2.7422696052508222
-0.1255926111341199,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0462207946429606e-06,0.014459950079127528,2.7427672832949552
-0.12509493308998687,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.046169211713756e-06,0.014459237144931369,2.7432649613390883
-0.12459725504585384,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0461580996397212e-06,0.014459083563549083,2.7437626393832213
-0.12409957700172081,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0461874563791773e-06,0.014459489306762366,2.7442603174273543
-0.12360189895758777,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0462572877159751e-06,0.014460454454510552,2.7447579954714874
-0.12310422091345474,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0463676072523067e-06,0.014461979194791261,2.7452556735156204
-0.12260654286932171,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0465184364301672e-06,0.014464063823957022,2.7457533515597534
-0.12210886482518868,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0467098045293135e-06,0.014466708746687063,2.7462510296038865
-0.12161118678105565,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0469417487029221e-06,0.01446991447648014,2.7467487076480195
-0.12111350873692261,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0472143139568197e-06,0.014473681635367485,2.7472463856921525
-0.12061583069278958,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0475275532158753e-06,0.014478010954830412,2.7477440637362855
-0.12011815264865655,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.047881527314336e-06,0.014482903275666755,2.7482417417804186
-0.11962047460452352,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0482763050369331e-06,0.014488359548558993,2.7487394198245516
-0.11912279656039049,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0487119631555162e-06,0.014494380834580579,2.7492370978686846
-0.11862511851625746,0.080000000000000002,2.8672528051455437,2.8694669837126066,0.0022502125078472167,0.0011251062539236083,1.0491885864635764e-06,0.014500968305673096,2.7497347759128177
