compensated_q_min,compensated_q_saddle,epsilon_abs,q_min_limit_prediction,q_saddle_limit_prediction,slope_radial
-0.028088279496563118,-0.09393849043686231,0.0025000000000000001,-0.028023604268086623,-0.093907473339357089,1.0031502781504584
-0.028153141858311415,-0.093969850549324718,0.0050000000000000001,-0.028023604268086623,-0.093907473339357089,1.0031502781504584
-0.028283428570086144,-0.094033599663279066,0.01,-0.028023604268086623,-0.093907473339357089,1.0031502781504584
-0.028546258461215057,-0.094165215790159573,0.02,-0.028023604268086623,-0.093907473339357089,1.0031502781504584
-0.029081011564779935,-0.094444941477819788,0.040000000000000001,-0.028023604268086623,-0.093907473339357089,1.0031502781504584
-0.030187458846227255,-0.0950706112398364,0.080000000000000002,-0.028023604268086623,-0.093907473339357089,1.0031502781504584
