delta_omega_full,delta_omega_pred,epsilon_abs,slope_splitting
7.0283297441964265e-05,7.0319140870189756e-05,0.0025000000000000001,0.99581702668595529
0.00014049499772239571,0.0001406382817408236,0.0050000000000000001,0.99581702668595529
0.00028070415287562156,0.00028127656348075902,0.01,0.99581702668595529
0.00056026920437757255,0.00056255312696196214,0.02,0.99581702668595529
0.0011160148628026612,0.0011251062539234802,0.040000000000000001,0.99581702668595529
0.0022141785669735903,0.0022502125078469604,0.080000000000000002,0.99581702668595529
