curvature,discretization,elements,hermitian_defect,k_zgv,mass_orthogonality_defect,maximum_eigen_residual,minimum_relative_eigengap,omega_zgv,order,relative_curvature_error,relative_k_error,relative_omega_error,rotational_frequency_defect
1.1968627251769854,single_element,1,1.5790533864987406e-17,0.80421731937153129,3.0987415415152255e-15,4.6854722498402175e-12,0.22289169323371952,2.8517587749662043,28,8.6104563103876265e-11,1.6427965022394745e-14,2.1440173323570224e-12,5.029907018810527e-13
1.1968627265407565,two_element,2,1.5422059067705488e-17,0.80421731937268537,3.5196868002431447e-15,8.9978347984584958e-12,0.22289169322993471,2.8517587749585696,28,1.22555946255202e-09,1.4514590272727593e-12,5.3320128893016007e-13,1.8434687086327688e-12
