gradient_residual,kind,kx,ky,omega,point_number,tracking_gap
7.030448094846625e-14,minimum,0.8973699462607464,6.3506808742366567e-13,2.1740936260720467,1,0.13224065160258594
6.1663629557450057e-14,saddle,0.58283425751323059,0.58283425751294382,2.1873947634432409,2,0.14551537761503494
2.9782904751250455e-14,minimum,5.6564667421140185e-14,0.89736994626096456,2.1740936260727941,3,0.13224065160265797
2.8690915273373507e-14,saddle,-0.58283425751304518,0.5828342575131702,2.1873947634435522,4,0.14551537761516498
3.803749450243004e-14,minimum,-0.89736994626107547,3.3526145351282195e-13,2.1740936260726245,5,0.13224065160262025
1.511538597547234e-14,saddle,-0.58283425751340556,-0.58283425751266171,2.1873947634430473,6,0.14551537761520403
3.7118971091332075e-14,minimum,-1.2546346115705908e-13,-0.89736994626039579,2.1740936260726351,7,0.13224065160270471
2.8895586037044411e-14,saddle,0.58283425751304929,-0.58283425751304241,2.1873947634431463,8,0.14551537761521269
