hessian_eigenvalue_1,hessian_eigenvalue_2,kind,point_number
0.15320562399897875,0.75391162895074026,minimum,1
-0.13553542277792677,0.78006689910556271,saddle,2
0.15320562389321049,0.75391162902039677,minimum,3
-0.13553542282966796,0.78006689896105241,saddle,4
0.15320562387007433,0.75391162892620012,minimum,5
-0.13553542285280928,0.78006689905211291,saddle,6
0.15320562387270928,0.75391162914944509,minimum,7
-0.13553542285711162,0.78006689913652483,saddle,8
