curvature,discretization,elements,hermitian_defect,k_zgv,mass_orthogonality_defect,maximum_eigen_residual,minimum_relative_eigengap,omega_zgv,order,relative_curvature_error,relative_k_error,relative_omega_error,rotational_frequency_defect
1.1968627250971984,single_element,1,3.0354375678465027e-17,0.804217319371474,5.8631561420135244e-15,1.289664476578666e-13,0.22289169323487085,2.8517587749600946,12,1.9441056778889723e-11,5.480590011672869e-14,1.5572467550530377e-15,2.1178555868721279e-14
1.1968627251188559,single_element,1,2.3071944362163334e-17,0.80421731937150553,3.1323938000917513e-15,2.4516123405057086e-13,0.22289169323517216,2.8517587749604481,16,3.753633552460803e-11,1.5599664264963076e-14,1.2551408845727483e-13,1.8920548073892032e-13
1.1968627249388959,single_element,1,2.760720838790197e-17,0.8042173193714981,2.9202616464080867e-15,7.4609938317904736e-13,0.22289169323588673,2.8517587749595963,20,1.1282347023612711e-10,2.4849022722950036e-14,1.7316583916189779e-13,3.263989198591732e-13
1.1968627251493966,single_element,1,3.5451403582246376e-17,0.80421731937165908,3.4032485130993273e-15,1.8872839014191413e-12,0.22289169323606869,2.8517587749619437,24,6.3053615372484552e-11,1.7532366032303635e-13,6.4999479555913789e-13,9.7981965827873433e-13
1.1968627251769854,single_element,1,1.5790533864987406e-17,0.80421731937153129,3.0987415415152255e-15,4.6854722498402175e-12,0.22289169323371952,2.8517587749662043,28,8.6104563103876265e-11,1.6427965022394745e-14,2.1440173323570224e-12,5.029907018810527e-13
1.1968627265407565,two_element,2,1.5422059067705488e-17,0.80421731937268537,3.5196868002431447e-15,8.9978347984584958e-12,0.22289169322993471,2.8517587749585696,28,1.22555946255202e-09,1.4514590272727593e-12,5.3320128893016007e-13,1.8434687086327688e-12
