annulus_fraction,annulus_inner_kx,annulus_inner_ky,annulus_outer_kx,annulus_outer_ky,kx,ky,omega_iso,ring_kx,ring_ky
0.14999999999999999,0.68358472146579041,0,0.92484991727724575,0,-0.92484991727724575,-0.92484991727724575,3.0398529945837938,0.80421731937151808,0
0.14999999999999999,0.68355510648829532,0.0063630036333086476,0.92480984995475235,0.0086087696215352283,-0.8508619238950661,-0.92484991727724575,3.0009793828235214,0.80418247822152378,0.0074858866274219379
0.14999999999999999,0.68346626412183253,0.012725455937122985,0.92468965145894988,0.017216793326695803,-0.77687393051288645,-0.92484991727724575,2.9683555807176569,0.80407795779039115,0.014971124631909393
0.14999999999999999,0.68331820206424732,0.019086805629719258,0.92448933220456986,0.025823325263737817,-0.70288593713070679,-0.92484991727724575,2.941506965241989,0.80390376713440859,0.022455065446728539
0.14999999999999999,0.68311093314454052,0.025446501524910684,0.92420890954849599,0.034427619710173274,-0.62889794374852714,-0.92484991727724575,2.9198562738125466,0.80365992134651831,0.029937060617541981
0.14999999999999999,0.68284447532175729,0.031803992579805589,0.92384840778825972,0.04302893113738402,-0.55490995036634749,-0.92484991727724575,2.9027698505261696,0.80334644155500845,0.037416461858594804
0.14999999999999999,0.68251885168343041,0.038158727942553101,0.9234078581599352,0.051626514275218895,-0.48092195698416773,-0.92484991727724575,2.8895973970156281,0.8029633549216828,0.044892621108885998
0.14999999999999999,0.68213409044358064,0.044510157000072402,0.92288729883543263,0.060219624176568544,-0.40693396360198808,-0.92484991727724575,2.8797036421155173,0.80251069463950664,0.052364890588320473
0.14999999999999999,0.68169022494027176,0.050857729425761083,0.9222867749191912,0.068807516281912048,-0.33294597021980843,-0.92484991727724575,2.8724932673223673,0.80198849992973154,0.059832622853836566
0.14999999999999999,0.68118729363272157,0.057200895227178923,0.9216063384442702,0.07738944648383031,-0.25895797683762878,-0.92484991727724575,2.8674314977866744,0.80139681603849588,0.067295170855504613
0.14999999999999999,0.68062534009796993,0.063539104793702533,0.92084604836784156,0.08596467119147988,-0.18496998345544913,-0.92484991727724575,2.8640623799227138,0.80073569423290569,0.074751887992591207
0.14999999999999999,0.68000441302710302,0.069871808944146935,0.92000597056608047,0.094532447395022312,-0.11098199007326948,-0.92484991727724575,2.8620255821463059,0.8000051917965918,0.082202128169584623
0.14999999999999999,0.67932456622103443,0.07619845897435007,0.91908617782845814,0.10309203273000302,-0.036993996691089714,-0.92484991727724575,2.8610712163742522,0.79920537202474629,0.089645245852176536
0.14999999999999999,0.6785858585858433,0.082518506704715819,0.9180867498514349,0.11164268554167434,0.036993996691089936,-0.92484991727724575,2.8610712163747531,0.7983363042186391,0.097080596123195084
0.14999999999999999,0.67778835412767036,0.088831404527711669,0.91700777323155391,0.12018366494925695,0.11098199007326959,-0.92484991727724575,2.862025582146281,0.79739806367961219,0.1045075347384843
0.14999999999999999,0.67693212194717256,0.095136605455316658,0.91584934145793928,0.12871423091013429,0.18496998345544924,-0.92484991727724575,2.8640623799226121,0.79639073170255592,0.11192541818272547
0.14999999999999999,0.67601723623353493,0.10143356316641595,0.91461155490419421,0.13723364428397453,0.25895797683762889,-0.92484991727724575,2.8674314977868298,0.79531439556886452,0.11933360372519523
0.14999999999999999,0.67504377625804302,0.10772173205413728,0.91329452081970519,0.14574116689677397,0.33294597021980854,-0.92484991727724575,2.8724932673225281,0.7941691485388741,0.12673144947545562
0.14999999999999999,0.67401182636721435,0.11400056727312571,0.91189835332034863,0.15423606160481712,0.40693396360198819,-0.92484991727724575,2.8797036421155031,0.79295508984378149,0.1341183144389714
0.14999999999999999,0.67292147597548935,0.12026952478675239,0.91042317337860312,0.16271759235854732,0.48092195698416784,-0.92484991727724575,2.8895973970154571,0.79167232467704618,0.14149355857264986
0.14999999999999999,0.67177281955748502,0.12652806141425316,0.90886910881306782,0.17118502426634247,0.55490995036634749,-0.92484991727724575,2.9027698505261696,0.79032096418527642,0.14885654284029781
0.14999999999999999,0.67056595663980822,0.13277563487779306,0.9072362942773875,0.17963762365819058,0.62889794374852714,-0.92484991727724575,2.9198562738125466,0.78890112545859792,0.15620662926799181
0.14999999999999999,0.66930099179243285,0.13901170384945263,0.90552487124858561,0.18807465814925944,0.70288593713070679,-0.92484991727724575,2.941506965241989,0.78741293152050917,0.16354318099935605
0.14999999999999999,0.66797803461963845,0.14523572799813192,0.90373498801480479,0.19649539670335495,0.77687393051288645,-0.92484991727724575,2.9683555807176569,0.78585651131722167,0.17086556235074343
0.14999999999999999,0.66659719975051379,0.15144716803636787,0.90186679966245975,0.20489910969626238,0.85086192389506632,-0.92484991727724575,3.0009793828233575,0.78423199970648683,0.17817313886631511
0.14999999999999999,0.66515860682902495,0.15764548576706169,0.89992046806279835,0.21328506897896579,0.92484991727724575,-0.92484991727724575,3.0398529945837938,0.78253953744591165,0.18546527737301374
0.14999999999999999,0.66366238050364823,0.1638301441301114,0.89789616185787691,0.22165254794073894,-0.92484991727724575,-0.8508619238950661,3.0009793828238425,0.78077927118076262,0.19274134603542517
0.14999999999999999,0.66210865041657008,0.17000060724894611,0.89579405644594767,0.23000082157210353,-0.8508619238950661,-0.8508619238950661,2.9655455317457609,0.77895135343125887,0.20000071441052483
0.14999999999999999,0.66049755119245412,0.17615634047695752,0.89361433396626133,0.23832916652764841,-0.77687393051288645,-0.8508619238950661,2.9364826376134401,0.77705594257935773,0.20724275350230298
0.14999999999999999,0.658829222426776,0.18229681044382506,0.89135718328328517,0.24663686118870448,-0.70288593713070679,-0.8508619238950661,2.9132029048495669,0.77509320285503058,0.21446683581626477
0.14999999999999999,0.65710380867372908,0.18842148510173035,0.88902279997033917,0.25492318572587042,-0.62889794374852714,-0.8508619238950661,2.8950329701969606,0.77306330432203407,0.22167233541380038
0.14999999999999999,0.65532145943369779,0.19452983377145699,0.88661138629264979,0.26318742216138297,-0.55490995036634749,-0.8508619238950661,2.8812601257261981,0.77096642286317374,0.22885862796641998
0.14999999999999999,0.65348232914030546,0.20062132718837189,0.88412315118982499,0.27142885443132664,-0.48092195698416773,-0.8508619238950661,2.8711679074940086,0.76880274016506522,0.23602509080984929
0.14999999999999999,0.6515865771470325,0.20669543754828404,0.88155831025774967,0.27964676844767838,-0.40693396360198808,-0.8508619238950661,2.8640623799226508,0.76657244370239108,0.24317110299798123
0.14999999999999999,0.64963436771340899,0.21275163855317672,0.87891708572990623,0.28784045216018023,-0.33294597021980843,-0.8508619238950661,2.8592927537336537,0.76427572672165767,0.25029604535667849
0.14999999999999999,0.64762586999078287,0.21878940545680892,0.87619970645811784,0.29600919561803557,-0.25895797683762878,-0.8508619238950661,2.8562701142930362,0.7619127882244503,0.25739930053742222
0.14999999999999999,0.64556125800766273,0.22480821511018287,0.87340640789272006,0.30415229103142383,-0.18496998345544913,-0.8508619238950661,2.8544867500626681,0.7594838329501914,0.26448025307080336
0.14999999999999999,0.64344071065463959,0.23080754600687275,0.87053743206215928,0.31226903283282781,-0.11098199007326948,-0.8508619238950661,2.8535365594985369,0.75698907135839943,0.27153828941985025
0.14999999999999999,0.64126441166888659,0.23678687832821116,0.86759302755202294,0.32035871773816804,-0.036993996691089714,-0.8508619238950661,2.8531349214143296,0.75442871961045477,0.27857279803318957
0.14999999999999999,0.63903254961823863,0.24274569398832926,0.86457344948349923,0.32842064480773958,0.036993996691089936,-0.8508619238950661,2.8531349214146053,0.75180299955086893,0.28558316939803441
0.14999999999999999,0.63674531788485422,0.24868347667904725,0.86147895949127318,0.33645411550694626,0.11098199007326959,-0.8508619238950661,2.8535365594981204,0.7491121386880637,0.29256879609299674
0.14999999999999999,0.63440291464845888,0.25459971191461012,0.85830982570085601,0.34445843376682544,0.18496998345544924,-0.8508619238950661,2.8544867500629589,0.7463563701746575,0.29952907284071778
0.14999999999999999,0.63200554286917432,0.26049388707626603,0.85506632270535343,0.35243290604435989,0.25895797683762889,-0.8508619238950661,2.8562701142931419,0.74353593278726393,0.30646339656031296
0.14999999999999999,0.62955341026993272,0.26636549145668259,0.85174873154167352,0.36037684138257053,0.33294597021980854,-0.8508619238950661,2.8592927537335875,0.74065107090580307,0.31337116641962659
0.14999999999999999,0.6270467293184776,0.27221401630419789,0.84835733966617555,0.36828955147038533,0.40693396360198819,-0.8508619238950661,2.8640623799222613,0.73770203449232652,0.32025178388729159
0.14999999999999999,0.62448571720895529,0.27803895486690144,0.84489244092976301,0.37617035070227839,0.48092195698416784,-0.8508619238950661,2.8711679074943595,0.73468907906935921,0.32710465278458994
0.14999999999999999,0.62187059584309545,0.28383980243654283,0.84135433555242323,0.38401855623767556,0.55490995036634749,-0.8508619238950661,2.8812601257261981,0.73161246569775928,0.33392917933710919
0.14999999999999999,0.61920159181098389,0.28961605639226218,0.83774333009721336,0.39183348806011936,0.62889794374852714,-0.8508619238950661,2.8950329701969606,0.72847246095409868,0.34072477222619074
0.14999999999999999,0.61647893637142981,0.29536721624414053,0.83405973744369899,0.39961446903619008,0.70288593713070679,-0.8508619238950661,2.9132029048495669,0.72526933690756445,0.34749084264016528
0.14999999999999999,0.61370286543192809,0.3010927836765655,0.83030387676084372,0.40736082497417675,0.77687393051288645,-0.8508619238950661,2.9364826376134401,0.7220033710963859,0.35422680432537113
0.14999999999999999,0.61087361952821861,0.30679226259140802,0.82647607347935459,0.41507188468249312,0.85086192389506632,-0.8508619238950661,2.9655455317459842,0.71867484650378655,0.36093207363695057
0.14999999999999999,0.60799144380344505,0.31246515915100764,0.82257665926348444,0.42274698002783384,0.92484991727724575,-0.8508619238950661,3.0009793828238425,0.71528405153346475,0.36760606958942071
0.14999999999999999,0.60505658798691397,0.31811098182096142,0.81860597198229534,0.43038544599306544,-0.92484991727724575,-0.77687393051288645,2.968355580717585,0.71183127998460471,0.37424821390701346
0.14999999999999999,0.6020693063724567,0.32372924141271375,0.81456435568038255,0.43798662073484801,-0.8508619238950661,-0.77687393051288645,2.9364826376136475,0.70831683102641962,0.38085793107378085
0.14999999999999999,0.59902985779639606,0.32931945112594224,0.81045216054806513,0.4455498456409806,-0.77687393051288645,-0.77687393051288645,2.9110499984223877,0.70474100917223059,0.38743464838346142
0.14999999999999999,0.59593850561511874,0.33488112659073721,0.80626974289104292,0.45307446538746798,-0.70288593713070679,-0.77687393051288645,2.8913737333394685,0.70110412425308077,0.3939777959891026
0.14999999999999999,0.59279551768225702,0.34041378590957094,0.8020174650995241,0.46055982799530176,-0.62889794374852714,-0.77687393051288645,2.8767041138332177,0.6974064913908905,0.40048680695243638
0.14999999999999999,0.58960116632547999,0.34591694969905118,0.79769569561682574,0.46800528488695159,-0.55490995036634749,-0.77687393051288645,2.8662671387582428,0.69364843097115292,0.40696111729300138
0.14999999999999999,0.5863557283228974,0.35139014113145922,0.79330480890744937,0.47541019094256237,-0.48092195698416773,-0.77687393051288645,2.8592927537339281,0.68983026861517338,0.4134001660370108
0.14999999999999999,0.58305948487907799,0.35683288597606366,0.78884518542463489,0.48277390455585079,-0.40693396360198808,-0.77687393051288645,2.8550340526053666,0.68595233515185638,0.41980339526595722
0.14999999999999999,0.57971272160068432,0.36224471264021196,0.78431721157739631,0.49009578768969847,-0.33294597021980843,-0.77687393051288645,2.8527831282478533,0.68201496658904026,0.42617025016495524
0.14999999999999999,0.57631572847172574,0.36762515221019126,0.77972127969704064,0.49737520593143519,-0.25895797683762878,-0.77687393051288645,2.8518885765352513,0.67801850408438313,0.43250017907081323
0.14999999999999999,0.57286879982843275,0.3729737384918585,0.77505778800317371,0.50461152854780844,-0.18496998345544913,-0.77687393051288645,2.8517776739748157,0.67396329391580323,0.4387926335198335
0.14999999999999999,0.56937223433375395,0.37829000805103352,0.77032714056919649,0.51180412853963353,-0.11098199007326948,-0.77687393051288645,2.8519833709423805,0.66984968745147522,0.44504706829533353
0.14999999999999999,0.56582633495147749,0.38357350025365511,0.76552974728729295,0.51895238269612154,-0.036993996691089714,-0.77687393051288645,2.8521729988145248,0.66567804111938522,0.45126294147488832
