gradient_residual,hessian_eigenvalue_1,hessian_eigenvalue_2,kind,kx,ky,morse_index,omega,theta
2.0448263970986361e-13,-0.0069627094659176483,1.1923929131210265,saddle,0.80233401505577007,-1.2592406692298433e-11,-1,2.8562076459694219,0
1.841664961246544e-13,0.0069399302905276761,1.1912865871028888,minimum,0.56826381499337497,0.56826381503969836,1,2.8556473767652877,0.78539816343820701
1.9013721358239813e-14,-0.0069627097338450647,1.1923929133758318,saddle,-6.7008078494601608e-12,0.80233401505572732,-1,2.8562076459690675,1.5707963268032483
5.1040373816803834e-14,0.0069399305734987428,1.1912865869915763,minimum,-0.56826381501964696,0.56826381501333634,1,2.8556473767656771,2.3561944901978973
2.0959264349304422e-14,-0.0069627096344690477,1.1923929132708684,saddle,-0.8023340150556878,-6.5502878738578638e-12,-1,2.85620764596923,3.1415926535979573
1.0575572914819583e-14,0.0069399301973446731,1.1912865870852491,minimum,-0.56826381502418799,-0.56826381500881451,1,2.8556473767652846,3.9269908169737144
6.3626466121881542e-15,-0.0069627096656662479,1.1923929131753763,saddle,-2.9580055364779776e-13,-0.80233401505568158,-1,2.8562076459693122,4.7123889803843211
2.7798268525728444e-14,0.0069399300816434736,1.1912865869776454,minimum,0.56826381501608947,-0.56826381501691925,1,2.8556473767653467,5.4977871437814079
