kx,ky,omega_iso,ring_kx,ring_ky
-0.92484991727724575,-0.92484991727724575,3.0398529945837938,0.80421731937151808,0
-0.8508619238950661,-0.92484991727724575,3.0009793828235214,0.80418247822152378,0.0074858866274219379
-0.77687393051288645,-0.92484991727724575,2.9683555807176569,0.80407795779039115,0.014971124631909393
-0.70288593713070679,-0.92484991727724575,2.941506965241989,0.80390376713440859,0.022455065446728539
-0.62889794374852714,-0.92484991727724575,2.9198562738125466,0.80365992134651831,0.029937060617541981
-0.55490995036634749,-0.92484991727724575,2.9027698505261696,0.80334644155500845,0.037416461858594804
-0.48092195698416773,-0.92484991727724575,2.8895973970156281,0.8029633549216828,0.044892621108885998
-0.40693396360198808,-0.92484991727724575,2.8797036421155173,0.80251069463950664,0.052364890588320473
-0.33294597021980843,-0.92484991727724575,2.8724932673223673,0.80198849992973154,0.059832622853836566
-0.25895797683762878,-0.92484991727724575,2.8674314977866744,0.80139681603849588,0.067295170855504613
-0.18496998345544913,-0.92484991727724575,2.8640623799227138,0.80073569423290569,0.074751887992591207
-0.11098199007326948,-0.92484991727724575,2.8620255821463059,0.8000051917965918,0.082202128169584623
-0.036993996691089714,-0.92484991727724575,2.8610712163742522,0.79920537202474629,0.089645245852176536
0.036993996691089936,-0.92484991727724575,2.8610712163747531,0.7983363042186391,0.097080596123195084
0.11098199007326959,-0.92484991727724575,2.862025582146281,0.79739806367961219,0.1045075347384843
0.18496998345544924,-0.92484991727724575,2.8640623799226121,0.79639073170255592,0.11192541818272547
0.25895797683762889,-0.92484991727724575,2.8674314977868298,0.79531439556886452,0.11933360372519523
0.33294597021980854,-0.92484991727724575,2.8724932673225281,0.7941691485388741,0.12673144947545562
0.40693396360198819,-0.92484991727724575,2.8797036421155031,0.79295508984378149,0.1341183144389714
0.48092195698416784,-0.92484991727724575,2.8895973970154571,0.79167232467704618,0.14149355857264986
0.55490995036634749,-0.92484991727724575,2.9027698505261696,0.79032096418527642,0.14885654284029781
0.62889794374852714,-0.92484991727724575,2.9198562738125466,0.78890112545859792,0.15620662926799181
0.70288593713070679,-0.92484991727724575,2.941506965241989,0.78741293152050917,0.16354318099935605
0.77687393051288645,-0.92484991727724575,2.9683555807176569,0.78585651131722167,0.17086556235074343
0.85086192389506632,-0.92484991727724575,3.0009793828233575,0.78423199970648683,0.17817313886631511
0.92484991727724575,-0.92484991727724575,3.0398529945837938,0.78253953744591165,0.18546527737301374
-0.92484991727724575,-0.8508619238950661,3.0009793828238425,0.78077927118076262,0.19274134603542517
-0.8508619238950661,-0.8508619238950661,2.9655455317457609,0.77895135343125887,0.20000071441052483
-0.77687393051288645,-0.8508619238950661,2.9364826376134401,0.77705594257935773,0.20724275350230298
-0.70288593713070679,-0.8508619238950661,2.9132029048495669,0.77509320285503058,0.21446683581626477
-0.62889794374852714,-0.8508619238950661,2.8950329701969606,0.77306330432203407,0.22167233541380038
-0.55490995036634749,-0.8508619238950661,2.8812601257261981,0.77096642286317374,0.22885862796641998
-0.48092195698416773,-0.8508619238950661,2.8711679074940086,0.76880274016506522,0.23602509080984929
-0.40693396360198808,-0.8508619238950661,2.8640623799226508,0.76657244370239108,0.24317110299798123
-0.33294597021980843,-0.8508619238950661,2.8592927537336537,0.76427572672165767,0.25029604535667849
-0.25895797683762878,-0.8508619238950661,2.8562701142930362,0.7619127882244503,0.25739930053742222
-0.18496998345544913,-0.8508619238950661,2.8544867500626681,0.7594838329501914,0.26448025307080342
-0.11098199007326948,-0.8508619238950661,2.8535365594985369,0.75698907135839943,0.27153828941985025
-0.036993996691089714,-0.8508619238950661,2.8531349214143296,0.75442871961045477,0.27857279803318957
0.036993996691089936,-0.8508619238950661,2.8531349214146053,0.75180299955086893,0.28558316939803441
0.11098199007326959,-0.8508619238950661,2.8535365594981204,0.7491121386880637,0.29256879609299674
0.18496998345544924,-0.8508619238950661,2.8544867500629589,0.7463563701746575,0.29952907284071778
0.25895797683762889,-0.8508619238950661,2.8562701142931419,0.74353593278726393,0.30646339656031296
0.33294597021980854,-0.8508619238950661,2.8592927537335875,0.74065107090580307,0.31337116641962659
0.40693396360198819,-0.8508619238950661,2.8640623799222613,0.73770203449232652,0.32025178388729159
0.48092195698416784,-0.8508619238950661,2.8711679074943595,0.73468907906935921,0.32710465278458994
0.55490995036634749,-0.8508619238950661,2.8812601257261981,0.73161246569775928,0.33392917933710919
0.62889794374852714,-0.8508619238950661,2.8950329701969606,0.72847246095409868,0.34072477222619074
0.70288593713070679,-0.8508619238950661,2.9132029048495669,0.72526933690756445,0.34749084264016528
0.77687393051288645,-0.8508619238950661,2.9364826376134401,0.7220033710963859,0.35422680432537113
0.85086192389506632,-0.8508619238950661,2.9655455317459842,0.71867484650378655,0.36093207363695057
0.92484991727724575,-0.8508619238950661,3.0009793828238425,0.71528405153346475,0.36760606958942071
-0.92484991727724575,-0.77687393051288645,2.968355580717585,0.71183127998460471,0.37424821390701346
-0.8508619238950661,-0.77687393051288645,2.9364826376136475,0.70831683102641962,0.38085793107378085
-0.77687393051288645,-0.77687393051288645,2.9110499984223877,0.70474100917223059,0.38743464838346142
-0.70288593713070679,-0.77687393051288645,2.8913737333394685,0.70110412425308077,0.3939777959891026
-0.62889794374852714,-0.77687393051288645,2.8767041138332177,0.6974064913908905,0.40048680695243638
-0.55490995036634749,-0.77687393051288645,2.8662671387582428,0.69364843097115292,0.40696111729300138
-0.48092195698416773,-0.77687393051288645,2.8592927537339281,0.68983026861517327,0.4134001660370108
-0.40693396360198808,-0.77687393051288645,2.8550340526053666,0.68595233515185638,0.41980339526595722
-0.33294597021980843,-0.77687393051288645,2.8527831282478533,0.68201496658904026,0.42617025016495524
-0.25895797683762878,-0.77687393051288645,2.8518885765352513,0.67801850408438313,0.43250017907081323
-0.18496998345544913,-0.77687393051288645,2.8517776739748157,0.67396329391580323,0.4387926335198335
-0.11098199007326948,-0.77687393051288645,2.8519833709423805,0.66984968745147522,0.44504706829533353
-0.036993996691089714,-0.77687393051288645,2.8521729988145248,0.66567804111938522,0.45126294147488832
0.036993996691089936,-0.77687393051288645,2.8521729988145523,0.66144871637644809,0.45743971447728432
0.11098199007326959,-0.77687393051288645,2.8519833709421887,0.65716207967718865,0.46357685210918642
0.18496998345544924,-0.77687393051288645,2.8517776739747522,0.65281850244198947,0.46967382261151031
0.25895797683762889,-0.77687393051288645,2.8518885765351434,0.6484183610249088,0.47573009770549662
0.33294597021980854,-0.77687393051288645,2.8527831282474518,0.6439620366810711,0.48174515263848494
0.40693396360198819,-0.77687393051288645,2.8550340526057538,0.63944991553363284,0.48771846622938125
0.48092195698416784,-0.77687393051288645,2.8592927537337429,0.63488238854032608,0.49364952091381659
0.55490995036634749,-0.77687393051288645,2.8662671387582428,0.63025985145958408,0.4995378027889914
0.62889794374852714,-0.77687393051288645,2.8767041138332177,0.62558270481624967,0.50538280165820382
0.70288593713070679,-0.77687393051288645,2.8913737333394685,0.62085135386687196,0.51118401107505551
0.77687393051288645,-0.77687393051288645,2.9110499984223877,0.61606620856459182,0.5169409283873343
0.85086192389506632,-0.77687393051288645,2.9364826376132616,0.61122768352362189,0.52265305478056601
0.92484991727724575,-0.77687393051288645,2.968355580717585,0.60633619798332106,0.52831989532123547
-0.92484991727724575,-0.70288593713070679,2.9415069652417989,0.60139217577186921,0.5339409589996702
-0.8508619238950661,-0.70288593713070679,2.9132029048499897,0.59639604526954448,0.53951575877258462
-0.77687393051288645,-0.70288593713070679,2.8913737333392731,0.59134823937160541,0.5450438116052807
-0.70288593713070679,-0.70288593713070679,2.8752617096219426,0.58624919545078247,0.55052463851350064
-0.62889794374852714,-0.70288593713070679,2.8640623799228444,0.58109935531938151,0.55595776460492896
-0.55490995036634749,-0.70288593713070679,2.8569577519598401,0.57589916519100193,0.56134271912034039
-0.48092195698416773,-0.70288593713070679,2.8531349214147452,0.5706490756418745,0.56667903547438947
